temperature,pressure,vibration,humidity,equipment,location,faulty
56.42482460158065,36.754471305056434,0.8128003757629357,59.51564925058104,Compressor,New York,0.0
62.07476552884788,45.92448296345742,0.9556861396631875,54.37498296408455,Compressor,Chicago,0.0
81.44293068559939,32.850576979800344,1.2540602725927663,55.641169264001974,Compressor,San Francisco,0.0
45.9633139889947,42.5675276851155,1.7287003713958722,51.95365575648608,Compressor,Chicago,0.0
70.2538842054241,34.749908686766034,0.6999053566189203,24.116408364485515,Compressor,New York,0.0
87.61188124867374,34.10298845110924,1.7273363704712903,56.262055616322456,Pump,Atlanta,0.0
69.01690152545623,53.66428449689174,1.380225271557581,70.49507318183537,Turbine,Atlanta,0.0
62.12216248091761,45.74177489080948,2.1854813800646467,35.76019666179033,Compressor,San Francisco,0.0
59.08066099604687,28.572525806629944,1.510135946061144,46.48512234796302,Pump,Houston,0.0
75.731278132412,38.57362888647315,0.9794973908581065,66.31152515028003,Turbine,San Francisco,0.0
73.01873380721011,22.643202184755012,1.7802073161043528,48.97812220282889,Pump,Atlanta,0.0
83.64140429973844,25.74067367827653,1.257435028950065,42.64469334092418,Turbine,Atlanta,0.0
61.25564351660082,32.126946975129,1.9875535716444044,58.67153129040598,Turbine,Atlanta,0.0
69.2423571346454,41.1232172481068,1.0963611149948147,59.9080285612285,Compressor,Houston,0.0
66.41755622092492,37.86667256957537,2.5834420174081556,81.58941784588663,Turbine,Chicago,0.0
65.40343227727003,45.383332045286096,1.1480833709652685,57.81511725622424,Turbine,New York,0.0
59.037249131047986,25.58066795800569,1.471746937670396,60.30316695473671,Pump,New York,0.0
70.04229858994151,34.96589649884899,1.642419847677725,55.13211050420852,Compressor,Houston,0.0
67.81346722564965,36.14724768857044,1.3842909693975038,52.84964915162697,Compressor,Atlanta,0.0
67.40453322416083,32.283758746672106,2.0317178609337296,54.22247498758354,Turbine,Houston,0.0
75.22142545933936,27.252130824304835,2.135959151711183,50.89004110553482,Turbine,New York,0.0
61.83782755458035,23.86413370562339,2.080605701205807,36.13620927784216,Compressor,Chicago,0.0
87.1904061284182,32.39408885453904,1.1672330664956605,39.89399959348944,Compressor,New York,0.0
59.37696286273895,27.541030054544102,0.023088257299687776,40.09286478611906,Compressor,Houston,0.0
61.567534046838084,43.96749209924997,1.7868838805722924,61.20818648830796,Turbine,New York,0.0
69.77131937701118,29.236359434599528,1.407225732703573,51.75997252127395,Compressor,Houston,0.0
55.75251813786544,34.46178028069173,2.01359739412143,52.50261737645473,Pump,Houston,0.0
73.79767636040896,28.38907771787305,1.5315968019251134,59.15318300272151,Pump,San Francisco,0.0
74.41307151699246,28.163002865959474,1.8949538734269467,49.90628441479235,Compressor,Atlanta,0.0
80.72507337309803,33.71940410713356,1.3475093500758348,54.76584146983393,Compressor,Atlanta,0.0
82.5761905635936,39.380318561352425,1.635024806722598,40.77978621694133,Turbine,Chicago,0.0
80.72541799572758,36.08899707260675,1.1139176565676743,60.640832727255365,Compressor,Chicago,0.0
59.02697472367156,31.12297148319935,1.7779937168450695,37.01280365010625,Compressor,San Francisco,0.0
66.99174043967702,34.586416484998146,1.7840437103058369,44.495068836878815,Compressor,Atlanta,0.0
71.94384301577335,52.18637491029567,1.7939175609328948,39.59619849156089,Compressor,Houston,0.0
59.84121173010021,39.70525811548692,1.6124083683457373,54.36357593411119,Turbine,Chicago,0.0
65.30235535662864,37.79719805717979,1.8852402183437516,32.5774103051998,Compressor,San Francisco,0.0
84.84116028535965,39.32014241378513,0.9255799401920682,43.12476168095033,Pump,San Francisco,0.0
58.894241545341714,40.33796117943393,1.502542698064117,62.153259704764565,Turbine,New York,0.0
81.9553138808671,33.63861974879373,2.49897410225645,41.27216572146325,Pump,Chicago,0.0
63.94285076996662,29.9312838760495,1.8973206017868294,66.14729303006885,Compressor,Houston,0.0
62.3841213496378,26.549534956193973,1.3135207448934372,66.39420548506403,Compressor,San Francisco,0.0
77.57495149337485,38.78252055942266,1.697272017158337,35.86030866592886,Pump,Houston,0.0
65.242045559951,40.803350617262126,1.866607918810797,69.50928997068125,Turbine,Chicago,0.0
48.03872178900053,31.023580105314544,1.0172124968950804,55.95963308831091,Compressor,Atlanta,0.0
75.53040085852358,39.207498242037204,1.4825938426210237,39.77187355927303,Turbine,San Francisco,0.0
71.73341664370409,34.513203839976576,1.072233665047192,50.52478057170451,Turbine,Atlanta,0.0
68.34919434996954,45.350025246927686,1.1153344228247977,61.96526786682884,Pump,New York,0.0
58.77455193755586,27.02188033625268,1.5731176395111806,37.07190710071838,Compressor,Chicago,0.0
64.5508091319105,46.9602424778867,1.6595604209342707,42.15558081258754,Turbine,Chicago,0.0
65.92539892708399,43.14025139144501,1.7516643869227833,56.74671535607662,Turbine,Chicago,0.0
58.88419750486449,44.49132472414087,1.8552122670457247,35.00403903440632,Compressor,San Francisco,0.0
63.16365717713612,38.45027053509039,1.5838250776933278,30.660851883225668,Compressor,San Francisco,0.0
72.85865390724905,33.365154186834815,1.2972063216261605,50.867874262740415,Turbine,Atlanta,0.0
83.56240028570824,26.471742626978553,1.378741775236989,59.82438830728908,Compressor,San Francisco,0.0
68.25040243304592,22.524513766990196,1.339915245889637,28.990187895004013,Pump,Atlanta,0.0
65.46585891616147,39.34605571979419,1.5973142889587055,73.10459274730371,Pump,New York,0.0
64.07535740847106,40.43435055985879,1.7779292296587035,52.952297411054325,Compressor,San Francisco,0.0
64.83153116826172,36.355224599296555,1.6592504264990866,45.09116042339241,Turbine,New York,0.0
72.43123458512893,36.65342102831293,1.956011835494153,25.797825285402944,Turbine,San Francisco,0.0
78.22782780834002,29.24542650553461,1.93705704090893,45.65926178240593,Pump,San Francisco,0.0
73.81935452231554,39.644541496284916,1.1248705961541317,50.16914217176604,Pump,New York,0.0
70.28457581183159,27.587893961762013,0.9912544685559608,34.4696307048755,Pump,Houston,0.0
53.86438602123259,28.085717904475715,1.0166327350616482,56.846249963118915,Pump,Chicago,0.0
66.59401293090139,35.24112529052142,0.8136043751267955,48.41785189182292,Compressor,San Francisco,0.0
73.6728731340134,44.1718972698643,1.4722047384003643,48.30269512714479,Turbine,Houston,0.0
68.3185618141521,29.80801183621474,1.1106302423154235,46.18066136868602,Pump,Chicago,0.0
72.50200206251695,36.97817161687005,1.4451725754412703,61.709327861203604,Pump,Chicago,0.0
